,SODAR-100,confidence,fill_method,data_quality
2022-04-02 22:10:00,7.980860461287384,0.4170138888888889,seasonal_model,medium
2022-04-02 22:20:00,7.022082583985629,0.4170138888888889,seasonal_model,medium
2022-04-02 22:30:00,6.840061401022383,0.4170138888888889,seasonal_model,medium
2022-04-02 22:40:00,6.820026808157025,0.4170138888888889,seasonal_model,medium
2022-04-02 22:50:00,5.552459046061668,0.4170138888888889,seasonal_model,medium
2022-04-02 23:00:00,7.22147729934112,0.4170138888888889,seasonal_model,medium
2022-04-02 23:10:00,6.904888459465187,0.4170138888888889,seasonal_model,medium
2022-04-02 23:20:00,8.664406015039557,0.4170138888888889,seasonal_model,medium
2022-04-02 23:30:00,9.286637805838142,0.4170138888888889,seasonal_model,medium
2022-04-02 23:40:00,6.129537085622699,0.4170138888888889,seasonal_model,medium
2022-04-02 23:50:00,8.088136625114371,0.4170138888888889,seasonal_model,medium
2022-04-03 00:00:00,6.268607027770546,0.4170138888888889,seasonal_model,medium
2022-04-03 00:10:00,7.685944781390727,0.4170138888888889,seasonal_model,medium
2022-04-03 00:20:00,8.200705701046612,0.4170138888888889,seasonal_model,medium
2022-04-03 00:30:00,8.472879185528948,0.4170138888888889,seasonal_model,medium
2022-04-03 00:40:00,5.22726055796568,0.4170138888888889,seasonal_model,medium
2022-04-03 00:50:00,4.684537830915345,0.4170138888888889,seasonal_model,medium
2022-04-03 01:00:00,6.1355769533448505,0.4170138888888889,seasonal_model,medium
2022-04-03 01:10:00,7.1131910395853275,0.4170138888888889,seasonal_model,medium
2022-04-03 01:20:00,4.404859075221337,0.4170138888888889,seasonal_model,medium
2022-04-03 01:30:00,6.954922337061845,0.4170138888888889,seasonal_model,medium
2022-04-03 01:40:00,6.787712961513679,0.4170138888888889,seasonal_model,medium
2022-04-03 01:50:00,9.762719047841532,0.4170138888888889,seasonal_model,medium
2022-04-03 02:00:00,7.145729175021135,0.4170138888888889,seasonal_model,medium
2022-04-03 02:10:00,7.591309769175872,0.4170138888888889,seasonal_model,medium
2022-04-03 02:20:00,4.759119197654451,0.4170138888888889,seasonal_model,medium
2022-04-03 02:30:00,5.414117228552176,0.4170138888888889,seasonal_model,medium
2022-04-03 02:40:00,5.771838271224054,0.4170138888888889,seasonal_model,medium
2022-04-03 02:50:00,7.560258226280432,0.4170138888888889,seasonal_model,medium
2022-04-03 03:00:00,7.501302234033898,0.4170138888888889,seasonal_model,medium
2022-04-03 03:10:00,8.076392680710574,0.4170138888888889,seasonal_model,medium
2022-04-03 03:20:00,9.08127875126249,0.4170138888888889,seasonal_model,medium
2022-04-03 03:30:00,5.824185308498174,0.4170138888888889,seasonal_model,medium
2022-04-03 03:40:00,4.143685190646936,0.4170138888888889,seasonal_model,medium
2022-04-03 03:50:00,6.42845243115352,0.4170138888888889,seasonal_model,medium
2022-04-03 04:00:00,6.586631666184408,0.4170138888888889,seasonal_model,medium
2022-04-03 04:10:00,6.382517033881178,0.4170138888888889,seasonal_model,medium
2022-04-03 04:20:00,5.995647516400567,0.4170138888888889,seasonal_model,medium
2022-04-03 04:30:00,5.383172701602976,0.4170138888888889,seasonal_model,medium
2022-04-03 04:40:00,6.540783863633935,0.4170138888888889,seasonal_model,medium
2022-04-03 04:50:00,5.738101039275503,0.4170138888888889,seasonal_model,medium
2022-04-03 05:00:00,8.683883796370035,0.4170138888888889,seasonal_model,medium
2022-04-03 05:10:00,3.027624281415982,0.4170138888888889,seasonal_model,medium
2022-04-03 05:20:00,7.700534740455119,0.4170138888888889,seasonal_model,medium
2022-04-03 05:30:00,7.954207525010911,0.4170138888888889,seasonal_model,medium
2022-04-03 05:40:00,7.4046619286217785,0.4170138888888889,seasonal_model,medium
2022-04-03 05:50:00,6.003440583227615,0.4170138888888889,seasonal_model,medium
2022-04-03 06:00:00,8.2625131888703,0.4170138888888889,seasonal_model,medium
2022-04-03 06:10:00,6.938168645997939,0.4170138888888889,seasonal_model,medium
2022-04-03 06:20:00,7.312894515795861,0.4170138888888889,seasonal_model,medium
2022-04-03 06:30:00,5.610083635087479,0.4170138888888889,seasonal_model,medium
2022-04-03 06:40:00,5.589465726848845,0.4170138888888889,seasonal_model,medium
2022-04-03 06:50:00,6.484305829569521,0.4170138888888889,seasonal_model,medium
2022-04-03 07:00:00,5.712707984889111,0.4170138888888889,seasonal_model,medium
2022-04-03 07:10:00,7.662404239320937,0.4170138888888889,seasonal_model,medium
2022-04-03 07:20:00,7.072748677655652,0.4170138888888889,seasonal_model,medium
2022-04-03 07:30:00,6.058075191952139,0.4170138888888889,seasonal_model,medium
2022-04-03 07:40:00,5.03419651365338,0.4170138888888889,seasonal_model,medium
2022-04-03 07:50:00,7.067765095596393,0.4170138888888889,seasonal_model,medium
2022-04-03 08:00:00,6.309791244563232,0.4170138888888889,seasonal_model,medium
2022-04-03 08:10:00,7.7161779376718425,0.4170138888888889,seasonal_model,medium
2022-04-03 08:20:00,4.458983154316144,0.4170138888888889,seasonal_model,medium
2022-04-03 08:30:00,6.349724685757172,0.4170138888888889,seasonal_model,medium
2022-04-03 08:40:00,7.344121563588814,0.4170138888888889,seasonal_model,medium
2022-04-03 08:50:00,7.310624982556304,0.4170138888888889,seasonal_model,medium
2022-04-03 09:00:00,6.506749717929397,0.4170138888888889,seasonal_model,medium
2022-04-03 09:10:00,11.652038380513902,0.4170138888888889,seasonal_model,medium
2022-04-03 09:20:00,6.507215014196305,0.4170138888888889,seasonal_model,medium
2022-04-03 09:30:00,6.373007277544118,0.4170138888888889,seasonal_model,medium
2022-04-03 09:40:00,6.9827768595708966,0.4170138888888889,seasonal_model,medium
2022-04-03 09:50:00,7.042516008866311,0.4170138888888889,seasonal_model,medium
2022-04-03 10:00:00,8.171959724059485,0.4170138888888889,seasonal_model,medium
2022-04-03 10:10:00,9.23287777039837,0.4170138888888889,seasonal_model,medium
2022-04-03 10:20:00,7.236584531256439,0.4170138888888889,seasonal_model,medium
2022-04-03 10:30:00,5.573857889010116,0.4170138888888889,seasonal_model,medium
2022-04-03 10:40:00,9.3228580621617,0.4170138888888889,seasonal_model,medium
2022-04-03 10:50:00,8.990216947554288,0.4170138888888889,seasonal_model,medium
2022-04-03 11:00:00,6.111034985415947,0.4170138888888889,seasonal_model,medium
2022-04-03 11:10:00,6.573702171199337,0.4170138888888889,seasonal_model,medium
2022-04-03 11:20:00,6.191804428495125,0.4170138888888889,seasonal_model,medium
2022-04-03 11:30:00,6.770825458152261,0.4170138888888889,seasonal_model,medium
2022-04-03 11:40:00,8.434668508248414,0.4170138888888889,seasonal_model,medium
2022-04-03 11:50:00,8.95620936676379,0.4170138888888889,seasonal_model,medium
2022-04-03 12:00:00,10.544970150270936,0.4170138888888889,seasonal_model,medium
2022-04-03 12:10:00,8.353540171088133,0.4170138888888889,seasonal_model,medium
2022-04-03 12:20:00,8.406110543143232,0.4170138888888889,seasonal_model,medium
2022-04-03 12:30:00,9.049937295785494,0.4170138888888889,seasonal_model,medium
2022-04-03 12:40:00,8.596368793277671,0.4170138888888889,seasonal_model,medium
2022-04-03 12:50:00,9.264863134240457,0.4170138888888889,seasonal_model,medium
2022-04-03 13:00:00,6.905805549501658,0.4170138888888889,seasonal_model,medium
2022-04-03 13:10:00,8.006617400441558,0.4170138888888889,seasonal_model,medium
2022-04-03 13:20:00,7.464378314048528,0.4170138888888889,seasonal_model,medium
2022-04-03 13:30:00,6.778404832219357,0.4170138888888889,seasonal_model,medium
2022-04-03 13:40:00,8.748545589534658,0.4170138888888889,seasonal_model,medium
2022-04-03 13:50:00,5.603140531159067,0.4170138888888889,seasonal_model,medium
2022-04-03 14:00:00,6.756643311210187,0.4170138888888889,seasonal_model,medium
2022-04-03 14:10:00,10.10606586957767,0.4170138888888889,seasonal_model,medium
2022-04-03 14:20:00,9.067685346519823,0.4170138888888889,seasonal_model,medium
2022-04-03 14:30:00,5.570423680822657,0.4170138888888889,seasonal_model,medium
2022-04-03 14:40:00,8.123697971573211,0.4170138888888889,seasonal_model,medium
2022-04-03 14:50:00,9.389556670581356,0.4170138888888889,seasonal_model,medium
2022-04-03 15:00:00,9.350462609695246,0.4170138888888889,seasonal_model,medium
2022-04-03 15:10:00,9.160186271138075,0.4170138888888889,seasonal_model,medium
2022-04-03 15:20:00,10.129203220393276,0.4170138888888889,seasonal_model,medium
2022-04-03 15:30:00,7.970163166840519,0.4170138888888889,seasonal_model,medium
2022-04-03 15:40:00,6.267067301626951,0.4170138888888889,seasonal_model,medium
2022-04-03 15:50:00,6.115549584592128,0.4170138888888889,seasonal_model,medium
2022-04-03 16:00:00,9.606671891496314,0.4170138888888889,seasonal_model,medium
2022-04-03 16:10:00,6.523323837729709,0.4170138888888889,seasonal_model,medium
2022-04-03 16:20:00,8.796330479435595,0.4170138888888889,seasonal_model,medium
2022-04-03 16:30:00,6.88307647553817,0.4170138888888889,seasonal_model,medium
2022-04-03 16:40:00,5.697609304600638,0.4170138888888889,seasonal_model,medium
2022-04-03 16:50:00,8.847425771093533,0.4170138888888889,seasonal_model,medium
2022-04-03 17:00:00,9.405890450519516,0.4170138888888889,seasonal_model,medium
2022-04-03 17:10:00,7.682140409635755,0.4170138888888889,seasonal_model,medium
2022-04-03 17:20:00,5.054464385653263,0.4170138888888889,seasonal_model,medium
2022-04-03 17:30:00,8.921995624820097,0.4170138888888889,seasonal_model,medium
2022-04-03 17:40:00,6.778772994498529,0.4170138888888889,seasonal_model,medium
2022-04-03 17:50:00,8.805525159672309,0.4170138888888889,seasonal_model,medium
2022-04-03 18:00:00,7.745241617446936,0.4170138888888889,seasonal_model,medium
2022-04-03 18:10:00,8.238278350147674,0.4170138888888889,seasonal_model,medium
2022-04-03 18:20:00,9.63933807127235,0.4170138888888889,seasonal_model,medium
2022-04-03 18:30:00,6.559791129678352,0.4170138888888889,seasonal_model,medium
2022-04-03 18:40:00,6.47466076474836,0.4170138888888889,seasonal_model,medium
2022-04-03 18:50:00,6.692055729726538,0.4170138888888889,seasonal_model,medium
2022-04-03 19:00:00,7.864736531871387,0.4170138888888889,seasonal_model,medium
2022-04-03 19:10:00,6.267859357204441,0.4170138888888889,seasonal_model,medium
2022-04-03 19:20:00,5.415509777948331,0.4170138888888889,seasonal_model,medium
2022-04-03 19:30:00,8.424636287166685,0.4170138888888889,seasonal_model,medium
2022-04-03 19:40:00,8.061688957119387,0.4170138888888889,seasonal_model,medium
2022-04-03 19:50:00,7.099107556288041,0.4170138888888889,seasonal_model,medium
2022-04-03 20:00:00,8.521600019272316,0.4170138888888889,seasonal_model,medium
2022-04-03 20:10:00,5.451959867013937,0.4170138888888889,seasonal_model,medium
2022-04-03 20:20:00,5.911020239759415,0.4170138888888889,seasonal_model,medium
2022-04-03 20:30:00,8.74112219243308,0.4170138888888889,seasonal_model,medium
2022-04-03 20:40:00,7.945451889032381,0.4170138888888889,seasonal_model,medium
2022-04-03 20:50:00,6.772270995391864,0.4170138888888889,seasonal_model,medium
2022-04-03 21:00:00,7.094083009971696,0.4170138888888889,seasonal_model,medium
2022-04-03 21:10:00,10.671404626721435,0.4170138888888889,seasonal_model,medium
2022-04-03 21:20:00,8.699139515579148,0.4170138888888889,seasonal_model,medium
2022-04-03 21:30:00,6.24767758636429,0.4170138888888889,seasonal_model,medium
2022-04-03 21:40:00,7.847112316157912,0.4170138888888889,seasonal_model,medium
2022-04-03 21:50:00,6.888609333116024,0.4170138888888889,seasonal_model,medium
2022-04-03 22:00:00,7.3903986530816175,0.4170138888888889,seasonal_model,medium
2022-04-03 22:10:00,8.845800346010131,0.4170138888888889,seasonal_model,medium
2022-04-03 22:20:00,7.108064186459789,0.4170138888888889,seasonal_model,medium
2022-04-03 22:30:00,6.841924157093112,0.4170138888888889,seasonal_model,medium
2022-04-03 22:40:00,5.855672044526068,0.4170138888888889,seasonal_model,medium
2022-04-03 22:50:00,10.251505941693825,0.4170138888888889,seasonal_model,medium
2022-04-03 23:00:00,6.478781826691396,0.4170138888888889,seasonal_model,medium
2022-04-03 23:10:00,6.546184561719,0.4170138888888889,seasonal_model,medium
2022-04-03 23:20:00,6.991762960623729,0.4170138888888889,seasonal_model,medium
2022-04-03 23:30:00,7.920133934795003,0.4170138888888889,seasonal_model,medium
2022-04-03 23:40:00,5.983888891868517,0.4170138888888889,seasonal_model,medium
2022-04-03 23:50:00,8.717228141653592,0.4170138888888889,seasonal_model,medium
2022-04-04 00:00:00,8.819171544059902,0.4170138888888889,seasonal_model,medium
2022-04-04 00:10:00,5.936218095813704,0.4170138888888889,seasonal_model,medium
2022-04-04 00:20:00,6.318354244071761,0.4170138888888889,seasonal_model,medium
2022-04-04 00:30:00,6.13540954174649,0.4170138888888889,seasonal_model,medium
2022-04-04 00:40:00,8.226904416603537,0.4170138888888889,seasonal_model,medium
2022-04-04 00:50:00,8.456425056530422,0.4170138888888889,seasonal_model,medium
2022-04-04 01:00:00,3.973796816707964,0.4170138888888889,seasonal_model,medium
2022-04-04 01:10:00,5.527622814514583,0.4170138888888889,seasonal_model,medium
2022-04-04 01:20:00,7.982942089816422,0.4170138888888889,seasonal_model,medium
2022-04-04 01:30:00,7.821384983270906,0.4170138888888889,seasonal_model,medium
2022-04-04 01:40:00,6.049137763912,0.4170138888888889,seasonal_model,medium
2022-04-04 01:50:00,8.447407929681031,0.4170138888888889,seasonal_model,medium
2022-04-04 02:00:00,7.076981513383398,0.4170138888888889,seasonal_model,medium
2022-04-04 02:10:00,6.443763642862144,0.4170138888888889,seasonal_model,medium
2022-04-04 02:20:00,9.881294754076883,0.4170138888888889,seasonal_model,medium
2022-04-04 02:30:00,6.009721460067977,0.4170138888888889,seasonal_model,medium
2022-04-04 02:40:00,6.024735560992007,0.4170138888888889,seasonal_model,medium
2022-04-04 02:50:00,8.909373506020147,0.4170138888888889,seasonal_model,medium
2022-04-04 03:00:00,7.3399996929817695,0.4170138888888889,seasonal_model,medium
2022-04-04 03:10:00,6.4970384616048555,0.4170138888888889,seasonal_model,medium
2022-04-04 03:20:00,5.154639052855609,0.4170138888888889,seasonal_model,medium
2022-04-04 03:30:00,7.371693808808132,0.4170138888888889,seasonal_model,medium
2022-04-04 03:40:00,7.615709878542604,0.4170138888888889,seasonal_model,medium
2022-04-04 03:50:00,6.468429440831376,0.4170138888888889,seasonal_model,medium
2022-04-04 04:00:00,7.121812217131925,0.4170138888888889,seasonal_model,medium
2022-04-04 04:10:00,7.967336312628557,0.4170138888888889,seasonal_model,medium
2022-04-04 04:20:00,4.914485923747966,0.4170138888888889,seasonal_model,medium
2022-04-04 04:30:00,6.991683090989297,0.4170138888888889,seasonal_model,medium
2022-04-04 04:40:00,8.305759622289573,0.4170138888888889,seasonal_model,medium
2022-04-04 04:50:00,7.525244652846517,0.4170138888888889,seasonal_model,medium
2022-04-04 05:00:00,7.5231439801374265,0.4170138888888889,seasonal_model,medium
2022-04-04 05:10:00,5.076891240599534,0.4170138888888889,seasonal_model,medium
2022-04-04 05:20:00,8.092098428543038,0.4170138888888889,seasonal_model,medium
2022-04-04 05:30:00,6.6047240726801615,0.4170138888888889,seasonal_model,medium
2022-04-04 05:40:00,6.067368041617584,0.4170138888888889,seasonal_model,medium
2022-04-04 05:50:00,6.3709328983984355,0.4170138888888889,seasonal_model,medium
2022-04-04 06:00:00,8.31823127588577,0.4170138888888889,seasonal_model,medium
2022-04-04 06:10:00,5.168230966646902,0.4170138888888889,seasonal_model,medium
2022-04-04 06:20:00,7.0047740104781475,0.4170138888888889,seasonal_model,medium
2022-04-04 06:30:00,5.244810758527159,0.4170138888888889,seasonal_model,medium
2022-04-04 06:40:00,6.060433134101729,0.4170138888888889,seasonal_model,medium
2022-04-04 06:50:00,7.329428043185978,0.4170138888888889,seasonal_model,medium
2022-04-04 07:00:00,6.589571143343513,0.4170138888888889,seasonal_model,medium
2022-04-04 07:10:00,4.139502947057064,0.4170138888888889,seasonal_model,medium
2022-04-04 07:20:00,6.0977545173695935,0.4170138888888889,seasonal_model,medium
2022-04-04 07:30:00,5.941201047343275,0.4170138888888889,seasonal_model,medium
2022-04-04 07:40:00,7.286794988214126,0.4170138888888889,seasonal_model,medium
2022-04-04 07:50:00,7.024148958889555,0.4170138888888889,seasonal_model,medium
2022-04-04 08:00:00,7.050780123392173,0.4170138888888889,seasonal_model,medium
2022-04-04 08:10:00,8.419733956755762,0.4170138888888889,seasonal_model,medium
2022-04-04 08:20:00,5.931717542601785,0.4170138888888889,seasonal_model,medium
2022-04-04 08:30:00,5.678099870616332,0.4170138888888889,seasonal_model,medium
2022-04-04 08:40:00,7.246799329659495,0.4170138888888889,seasonal_model,medium
2022-04-04 08:50:00,8.780456755840522,0.4170138888888889,seasonal_model,medium
2022-04-04 09:00:00,7.264380598247174,0.4170138888888889,seasonal_model,medium
2022-04-04 09:10:00,8.476985446552256,0.4170138888888889,seasonal_model,medium
2022-04-04 09:20:00,7.084184998373455,0.4170138888888889,seasonal_model,medium
2022-04-04 09:30:00,8.520743598242525,0.4170138888888889,seasonal_model,medium
2022-04-04 09:40:00,6.3279646820050335,0.4170138888888889,seasonal_model,medium
2022-04-04 09:50:00,8.851621371203526,0.4170138888888889,seasonal_model,medium
2022-04-04 10:00:00,6.906543747009603,0.4170138888888889,seasonal_model,medium
2022-04-04 10:10:00,6.943173466738551,0.4170138888888889,seasonal_model,medium
2022-04-04 10:20:00,6.810889449279878,0.4170138888888889,seasonal_model,medium
2022-04-04 10:30:00,7.928191099400581,0.4170138888888889,seasonal_model,medium
2022-04-04 10:40:00,9.660879916533773,0.4170138888888889,seasonal_model,medium
2022-04-04 10:50:00,6.416788939480373,0.4170138888888889,seasonal_model,medium
2022-04-04 11:00:00,9.712104026056437,0.4170138888888889,seasonal_model,medium
2022-04-04 11:10:00,7.76,1.0,original,original
2022-04-04 11:20:00,8.84,1.0,original,original
2022-04-04 11:30:00,8.38,1.0,original,original
2022-04-04 11:40:00,9.08,1.0,original,original
2022-04-04 11:50:00,8.84,1.0,original,original
2022-04-04 12:00:00,9.42,1.0,original,original
2022-04-04 12:10:00,9.2,1.0,original,original
2022-04-04 12:20:00,8.27,1.0,original,original
2022-04-04 12:30:00,8.85,1.0,original,original
2022-04-04 12:40:00,10.16,1.0,original,original
2022-04-04 12:50:00,10.34,1.0,original,original
2022-04-04 13:00:00,11.0,1.0,original,original
2022-04-04 13:10:00,11.45,1.0,original,original
2022-04-04 13:20:00,10.26,1.0,original,original
2022-04-04 13:30:00,10.01,1.0,original,original
2022-04-04 13:40:00,10.3,1.0,original,original
2022-04-04 13:50:00,9.1,1.0,original,original
2022-04-04 14:00:00,9.27,1.0,original,original
2022-04-04 14:10:00,7.76,1.0,original,original
2022-04-04 14:20:00,4.37,1.0,original,original
2022-04-04 14:30:00,3.16,1.0,original,original
2022-04-04 14:40:00,1.95,1.0,original,original
2022-04-04 14:50:00,1.14,1.0,original,original
2022-04-04 15:00:00,5.91,1.0,original,original
2022-04-04 15:10:00,7.58,1.0,original,original
2022-04-04 15:20:00,7.68,1.0,original,original
2022-04-04 15:30:00,6.2,1.0,original,original
2022-04-04 15:40:00,7.14,1.0,original,original
2022-04-04 15:50:00,6.92,0.925,interpolation,original
2022-04-04 16:00:00,6.699999999999999,0.925,interpolation,original
2022-04-04 16:10:00,6.4799999999999995,0.925,interpolation,original
2022-04-04 16:20:00,6.26,0.925,interpolation,original
2022-04-04 16:30:00,6.039999999999999,0.925,interpolation,original
2022-04-04 16:40:00,5.819999999999999,0.925,interpolation,original
2022-04-04 16:50:00,5.6,0.925,interpolation,original
2022-04-04 17:00:00,5.68,1.0,original,original
2022-04-04 17:10:00,6.43,1.0,original,original
2022-04-04 17:20:00,7.27,1.0,original,original
2022-04-04 17:30:00,7.69,1.0,original,original
2022-04-04 17:40:00,7.56,1.0,original,original
2022-04-04 17:50:00,5.47,1.0,original,original
2022-04-04 18:00:00,6.08,1.0,original,original
2022-04-04 18:10:00,6.97,1.0,original,original
2022-04-04 18:20:00,7.17,1.0,original,original
2022-04-04 18:30:00,6.91,1.0,original,original
2022-04-04 18:40:00,6.93,1.0,original,original
2022-04-04 18:50:00,7.08,1.0,original,original
2022-04-04 19:00:00,7.19,1.0,original,original
2022-04-04 19:10:00,7.36,1.0,original,original
2022-04-04 19:20:00,7.0,1.0,original,original
2022-04-04 19:30:00,7.6,1.0,original,original
2022-04-04 19:40:00,7.1,1.0,original,original
2022-04-04 19:50:00,6.76,1.0,original,original
2022-04-04 20:00:00,6.56,1.0,original,original
2022-04-04 20:10:00,7.11,1.0,original,original
2022-04-04 20:20:00,6.78,1.0,original,original
2022-04-04 20:30:00,5.05,1.0,original,original
2022-04-04 20:40:00,6.12,0.9875,interpolation,original
2022-04-04 20:50:00,7.19,0.9875,interpolation,original
2022-04-04 21:00:00,7.56,1.0,original,original
2022-04-04 21:10:00,5.79,1.0,original,original
2022-04-04 21:20:00,6.86,1.0,original,original
2022-04-04 21:30:00,6.77,1.0,original,original
2022-04-04 21:40:00,4.17,1.0,original,original
2022-04-04 21:50:00,4.89,1.0,original,original
2022-04-04 22:00:00,6.38,1.0,original,original
2022-04-04 22:10:00,5.71,1.0,original,original
2022-04-04 22:20:00,6.7825,0.9625,interpolation,original
2022-04-04 22:30:00,7.855,0.9625,interpolation,original
2022-04-04 22:40:00,8.9275,0.9625,interpolation,original
2022-04-04 22:50:00,10.0,0.9625,interpolation,original
2022-04-04 23:00:00,10.81,1.0,original,original
2022-04-04 23:10:00,10.295,0.9625,interpolation,original
2022-04-04 23:20:00,9.780000000000001,0.9625,interpolation,original
2022-04-04 23:30:00,9.265,0.9625,interpolation,original
2022-04-04 23:40:00,8.75,0.9625,interpolation,original
2022-04-04 23:50:00,8.24,1.0,original,original
2022-04-05 00:00:00,7.182,0.95,interpolation,original
2022-04-05 00:10:00,6.1240000000000006,0.95,interpolation,original
2022-04-05 00:20:00,5.066,0.95,interpolation,original
2022-04-05 00:30:00,4.008,0.95,interpolation,original
2022-04-05 00:40:00,2.95,0.95,interpolation,original
2022-04-05 00:50:00,3.09,1.0,original,original
2022-04-05 01:00:00,2.4,1.0,original,original
2022-04-05 01:10:00,2.67,1.0,original,original
2022-04-05 01:20:00,3.45,1.0,original,original
2022-04-05 01:30:00,3.69,1.0,original,original
2022-04-05 01:40:00,4.45,1.0,original,original
2022-04-05 01:50:00,5.0,1.0,original,original
2022-04-05 02:00:00,5.14,1.0,original,original
2022-04-05 02:10:00,5.15,1.0,original,original
2022-04-05 02:20:00,4.23,1.0,original,original
2022-04-05 02:30:00,4.38,1.0,original,original
2022-04-05 02:40:00,4.56,1.0,original,original
2022-04-05 02:50:00,3.64,1.0,original,original
2022-04-05 03:00:00,3.51,1.0,original,original
2022-04-05 03:10:00,3.47,1.0,original,original
2022-04-05 03:20:00,3.7,1.0,original,original
2022-04-05 03:30:00,3.9,1.0,original,original
2022-04-05 03:40:00,4.02,1.0,original,original
2022-04-05 03:50:00,3.97,1.0,original,original
2022-04-05 04:00:00,3.97,1.0,original,original
2022-04-05 04:10:00,4.27,1.0,original,original
2022-04-05 04:20:00,4.36,1.0,original,original
2022-04-05 04:30:00,4.8,1.0,original,original
2022-04-05 04:40:00,5.34,1.0,original,original
2022-04-05 04:50:00,5.44,1.0,original,original
2022-04-05 05:00:00,5.79,1.0,original,original
2022-04-05 05:10:00,5.35,1.0,original,original
2022-04-05 05:20:00,5.04,1.0,original,original
2022-04-05 05:30:00,5.07,1.0,original,original
2022-04-05 05:40:00,5.99,1.0,original,original
2022-04-05 05:50:00,6.25,1.0,original,original
2022-04-05 06:00:00,6.26,1.0,original,original
2022-04-05 06:10:00,5.6,1.0,original,original
2022-04-05 06:20:00,5.84,1.0,original,original
2022-04-05 06:30:00,5.39,1.0,original,original
2022-04-05 06:40:00,5.23,1.0,original,original
2022-04-05 06:50:00,4.6,1.0,original,original
2022-04-05 07:00:00,4.61,1.0,original,original
2022-04-05 07:10:00,4.29,1.0,original,original
2022-04-05 07:20:00,4.98,1.0,original,original
2022-04-05 07:30:00,5.06,1.0,original,original
2022-04-05 07:40:00,4.34,1.0,original,original
2022-04-05 07:50:00,4.46,1.0,original,original
2022-04-05 08:00:00,4.74,1.0,original,original
2022-04-05 08:10:00,4.43,1.0,original,original
2022-04-05 08:20:00,3.98,1.0,original,original
2022-04-05 08:30:00,3.84,1.0,original,original
2022-04-05 08:40:00,3.14,1.0,original,original
2022-04-05 08:50:00,3.52,1.0,original,original
2022-04-05 09:00:00,3.58,1.0,original,original
2022-04-05 09:10:00,3.35,1.0,original,original
2022-04-05 09:20:00,3.88,1.0,original,original
2022-04-05 09:30:00,4.33,1.0,original,original
2022-04-05 09:40:00,4.22,1.0,original,original
2022-04-05 09:50:00,4.45,1.0,original,original
2022-04-05 10:00:00,4.87,1.0,original,original
2022-04-05 10:10:00,4.03,1.0,original,original
2022-04-05 10:20:00,4.67,1.0,original,original
2022-04-05 10:30:00,4.23,1.0,original,original
2022-04-05 10:40:00,3.99,1.0,original,original
2022-04-05 10:50:00,3.63,1.0,original,original
2022-04-05 11:00:00,3.62,1.0,original,original
2022-04-05 11:10:00,3.02,1.0,original,original
2022-04-05 11:20:00,2.73,1.0,original,original
2022-04-05 11:30:00,2.93,1.0,original,original
2022-04-05 11:40:00,3.53,1.0,original,original
2022-04-05 11:50:00,3.04,1.0,original,original
2022-04-05 12:00:00,4.57,1.0,original,original
2022-04-05 12:10:00,1.34,1.0,original,original
2022-04-05 12:20:00,1.53,1.0,original,original
2022-04-05 12:30:00,3.12,1.0,original,original
2022-04-05 12:40:00,2.99,1.0,original,original
2022-04-05 12:50:00,5.17,1.0,original,original
2022-04-05 13:00:00,6.25,1.0,original,original
2022-04-05 13:10:00,3.95,1.0,original,original
2022-04-05 13:20:00,6.2,1.0,original,original
2022-04-05 13:30:00,5.74,1.0,original,original
2022-04-05 13:40:00,5.22,1.0,original,original
2022-04-05 13:50:00,6.76,1.0,original,original
2022-04-05 14:00:00,6.41,1.0,original,original
2022-04-05 14:10:00,6.11,1.0,original,original
2022-04-05 14:20:00,5.73,1.0,original,original
2022-04-05 14:30:00,5.73,1.0,original,original
2022-04-05 14:40:00,6.28,1.0,original,original
2022-04-05 14:50:00,5.63,1.0,original,original
2022-04-05 15:00:00,5.42,1.0,original,original
2022-04-05 15:10:00,5.56,1.0,original,original
2022-04-05 15:20:00,5.34,1.0,original,original
2022-04-05 15:30:00,5.18,1.0,original,original
2022-04-05 15:40:00,5.18,1.0,original,original
2022-04-05 15:50:00,5.81,1.0,original,original
2022-04-05 16:00:00,4.91,1.0,original,original
2022-04-05 16:10:00,4.73,1.0,original,original
2022-04-05 16:20:00,5.47,1.0,original,original
2022-04-05 16:30:00,5.08,1.0,original,original
2022-04-05 16:40:00,4.34,1.0,original,original
2022-04-05 16:50:00,4.74,1.0,original,original
2022-04-05 17:00:00,4.45,1.0,original,original
2022-04-05 17:10:00,4.82,1.0,original,original
2022-04-05 17:20:00,4.17,1.0,original,original
2022-04-05 17:30:00,4.84,1.0,original,original
2022-04-05 17:40:00,3.46,1.0,original,original
2022-04-05 17:50:00,3.93,1.0,original,original
2022-04-05 18:00:00,4.12,1.0,original,original
2022-04-05 18:10:00,4.8,1.0,original,original
2022-04-05 18:20:00,5.28,1.0,original,original
2022-04-05 18:30:00,5.83,1.0,original,original
2022-04-05 18:40:00,6.05,1.0,original,original
2022-04-05 18:50:00,4.42,1.0,original,original
2022-04-05 19:00:00,4.24,1.0,original,original
2022-04-05 19:10:00,4.27,1.0,original,original
2022-04-05 19:20:00,4.45,1.0,original,original
2022-04-05 19:30:00,18.335,0.9875,interpolation,original
2022-04-05 19:40:00,32.22,0.9875,interpolation,original
2022-04-05 19:50:00,30.77,1.0,original,original
2022-04-05 20:00:00,4.27,1.0,original,original
